refmet_name,super_class,main_class,sub_class,formula,exactmass,inchi_key,smiles,pubchem_cid,id,libname,cas,library
"3,4-Methylenedioxybenzoic acid",Polyketides,Phenolic acids,Phenolic acids,C8H6O4,166.02661,VDVJGIYXDVPQLP-UHFFFAOYSA-N,c1cc2c(cc1C(=O)O)OCO2,7196,RefMet_132961,HMDB0032613_c_ms_101208,94-53-1,MoNA-export-HMDB
2-(Methylamino)benzoic acid,Benzenoids,Benzenes,Aminobenzoic acids,C8H9NO2,151.063329,WVMBPWMAQDVZCM-UHFFFAOYSA-N,CNc1ccccc1C(=O)O,67069,RefMet_838,HMDB0032609_c_ms_101202,119-68-6,MoNA-export-HMDB
2-Methoxybenzoic acid,Polyketides,Phenolic acids,Phenolic acids,C8H8O3,152.047345,ILUJQPXNXACGAN-UHFFFAOYSA-N,COc1ccccc1C(=O)O,11370,RefMet_132956,HMDB0032604_c_ms_101194,579-75-9,MoNA-export-HMDB
Butylparaben,Polyketides,Phenolic acids,Phenolic acids,C11H14O3,194.094295,QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)O,7184,RefMet_132987,HMDB0032575_c_ms_101188,94-26-8,MoNA-export-HMDB
Butylparaben,Polyketides,Phenolic acids,Phenolic acids,C11H14O3,194.094295,QFOHBWFCKVYLES-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(cc1)O,7184,RefMet_132987,HMDB0032575_c_ms_101187,94-26-8,MoNA-export-HMDB
Propylparaben,Polyketides,Phenolic acids,Phenolic acids,C10H12O3,180.078645,QELSKZZBTMNZEB-UHFFFAOYSA-N,CCCOC(=O)c1ccc(cc1)O,7175,RefMet_133038,HMDB0032574_c_ms_101186,94-13-3,MoNA-export-HMDB
Ethylparaben,Polyketides,Phenolic acids,Phenolic acids,C9H10O3,166.062995,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)c1ccc(cc1)O,8434,RefMet_133001,HMDB0032573_c_ms_101185,120-47-8,MoNA-export-HMDB
Ethylparaben,Polyketides,Phenolic acids,Phenolic acids,C9H10O3,166.062995,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)c1ccc(cc1)O,8434,RefMet_133001,HMDB0032573_c_ms_101184,120-47-8,MoNA-export-HMDB
Ethylparaben,Polyketides,Phenolic acids,Phenolic acids,C9H10O3,166.062995,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCOC(=O)c1ccc(cc1)O,8434,RefMet_133001,HMDB0032573_c_ms_101183,120-47-8,MoNA-export-HMDB
Methylparaben,Polyketides,Phenolic acids,Phenolic acids,C8H8O3,152.047345,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)O,7456,RefMet_133025,HMDB0032572_c_ms_101182,99-76-3,MoNA-export-HMDB
Methylparaben,Polyketides,Phenolic acids,Phenolic acids,C8H8O3,152.047345,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)O,7456,RefMet_133025,HMDB0032572_c_ms_101181,99-76-3,MoNA-export-HMDB
Methylparaben,Polyketides,Phenolic acids,Phenolic acids,C8H8O3,152.047345,LXCFILQKKLGQFO-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)O,7456,RefMet_133025,HMDB0032572_c_ms_101180,99-76-3,MoNA-export-HMDB
Hexachlorobenzene,Benzenoids,Halobenzenes,Chlorobenzenes,C6Cl6,281.813118,CKAPSXZOOQJIBF-UHFFFAOYSA-N,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,8370,RefMet_1525,HMDB0032566_c_ms_1392,118-74-1,MoNA-export-HMDB
Diphenylamine,Benzenoids,Anilines,Anilines,C12H11N,169.089149,DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccccc1,11487,RefMet_797,HMDB0032562_c_ms_101164,122-39-4,MoNA-export-HMDB
Diphenylamine,Benzenoids,Anilines,Anilines,C12H11N,169.089149,DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccccc1,11487,RefMet_797,HMDB0032562_c_ms_101163,122-39-4,MoNA-export-HMDB
Diphenylamine,Benzenoids,Anilines,Anilines,C12H11N,169.089149,DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccccc1,11487,RefMet_797,HMDB0032562_c_ms_101162,122-39-4,MoNA-export-HMDB
Triethylamine,Organic nitrogen compounds,Amines,Trialkylamines,C6H15N,101.120449,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,8471,RefMet_130858,HMDB0032539_c_ms_101155,121-44-8,MoNA-export-HMDB
Triethanolamine,Organic nitrogen compounds,Amines,Tertiary amines,C6H15NO3,149.105194,GSEJCLTVZPLZKY-UHFFFAOYSA-N,C(CO)N(CCO)CCO,7618,RefMet_130854,HMDB0032538_c_ms_1298,102-71-6,MoNA-export-HMDB
Phthalide,Organoheterocyclic compounds,Isobenzofuranones,Isobenzofuranones,C8H6O2,134.036779,WNZQDUSMALZDQF-UHFFFAOYSA-N,c1ccc2c(c1)COC2=O,6885,RefMet_131893,HMDB0032469_c_ms_101150,87-41-2,MoNA-export-HMDB
Paraldehyde,Organoheterocyclic compounds,Trioxanes,Trioxanes,C6H12O3,132.078645,SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,31264,RefMet_132264,HMDB0032456_c_ms_101145,123-63-7,MoNA-export-HMDB
"2-Methyl-4,5-benzoxazole",Organoheterocyclic compounds,Benzoxazoles,Benzoxazoles,C8H7NO,133.052764,DQSHFKPKFISSNM-UHFFFAOYSA-N,Cc1nc2ccccc2o1,7225,RefMet_131640,HMDB0032390_c_ms_101132,95-21-6,MoNA-export-HMDB
Methyl methacrylate,Organic acids,Carboxylic acids,Carboxylic acids,C5H8O2,100.05243,VVQNEPGJFQJSBK-UHFFFAOYSA-N,C=C(C)C(=O)OC,6658,RefMet_130352,HMDB0032385_c_ms_101131,80-62-6,MoNA-export-HMDB
Methyl methacrylate,Organic acids,Carboxylic acids,Carboxylic acids,C5H8O2,100.05243,VVQNEPGJFQJSBK-UHFFFAOYSA-N,C=C(C)C(=O)OC,6658,RefMet_130352,HMDB0032385_c_ms_101130,80-62-6,MoNA-export-HMDB
Methyl methacrylate,Organic acids,Carboxylic acids,Carboxylic acids,C5H8O2,100.05243,VVQNEPGJFQJSBK-UHFFFAOYSA-N,C=C(C)C(=O)OC,6658,RefMet_130352,HMDB0032385_c_ms_101129,80-62-6,MoNA-export-HMDB
Hexylamine,Fatty Acyls,Fatty amines,Monoalkylamines,C6H15N,101.120449,BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,8102,RefMet_5776,HMDB0032323_c_ms_101118,111-26-2,MoNA-export-HMDB
Ethyl 4-methylpentanoate,Fatty Acyls,Fatty esters,Short fatty esters,C8H16O2,144.11503,OFQRUTMGVBMTFQ-UHFFFAOYSA-N,CCOC(=O)CCC(C)C,117477,RefMet_21089,HMDB0032272_c_ms_101111,25415-67-2,MoNA-export-HMDB
Dimethylethanolamine,Organic nitrogen compounds,Amines,Tertiary amines,C4H11NO,89.084064,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,7902,RefMet_130851,HMDB0032231_c_ms_101106,108-01-0,MoNA-export-HMDB
Dimethylethanolamine,Organic nitrogen compounds,Amines,Tertiary amines,C4H11NO,89.084064,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,7902,RefMet_130851,HMDB0032231_c_ms_101105,108-01-0,MoNA-export-HMDB
Dimethylethanolamine,Organic nitrogen compounds,Amines,Tertiary amines,C4H11NO,89.084064,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,7902,RefMet_130851,HMDB0032231_c_ms_101104,108-01-0,MoNA-export-HMDB
Dimethylethanolamine,Organic nitrogen compounds,Amines,Tertiary amines,C4H11NO,89.084064,UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,7902,RefMet_130851,HMDB0032231_c_ms_101103,108-01-0,MoNA-export-HMDB
Bisphenol A,Benzenoids,Benzenes,Bisphenols,C15H16O2,228.11503,IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(cc1)O)c1ccc(cc1)O,6623,RefMet_1039,HMDB0032133_c_ms_101071,80-05-7,MoNA-export-HMDB
Clofenotane,Benzenoids,Benzenes,Diphenylmethanes,C14H9Cl5,351.91469,YVGGHNCTFXOJCH-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl)Cl,3036,RefMet_1087,HMDB0032127_c_ms_101070,50-29-3,MoNA-export-HMDB
Clofenotane,Benzenoids,Benzenes,Diphenylmethanes,C14H9Cl5,351.91469,YVGGHNCTFXOJCH-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl)Cl,3036,RefMet_1087,HMDB0032127_c_ms_101069,50-29-3,MoNA-export-HMDB
Clofenotane,Benzenoids,Benzenes,Diphenylmethanes,C14H9Cl5,351.91469,YVGGHNCTFXOJCH-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl)Cl,3036,RefMet_1087,HMDB0032127_c_ms_101068,50-29-3,MoNA-export-HMDB
Clofenotane,Benzenoids,Benzenes,Diphenylmethanes,C14H9Cl5,351.91469,YVGGHNCTFXOJCH-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)C(Cl)(Cl)Cl)Cl,3036,RefMet_1087,HMDB0032127_c_ms_101067,50-29-3,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101062,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101061,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101060,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101059,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101058,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101057,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101056,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101055,104-93-8,MoNA-export-HMDB
1-Methoxy-4-methylbenzene,Benzenoids,Phenols,Anisoles,C8H10O,122.073165,CHLICZRVGGXEOD-UHFFFAOYSA-N,Cc1ccc(cc1)OC,7731,RefMet_1649,HMDB0032076_c_ms_101054,104-93-8,MoNA-export-HMDB
4-tert-Butylphenol,Benzenoids,Benzenes,Phenylpropanes,C10H14O,150.104465,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)O,7393,RefMet_1322,HMDB0032063_c_ms_101031,98-54-4,MoNA-export-HMDB
4-tert-Butylphenol,Benzenoids,Benzenes,Phenylpropanes,C10H14O,150.104465,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)O,7393,RefMet_1322,HMDB0032063_c_ms_101030,98-54-4,MoNA-export-HMDB
4-tert-Butylphenol,Benzenoids,Benzenes,Phenylpropanes,C10H14O,150.104465,QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)O,7393,RefMet_1322,HMDB0032063_c_ms_101029,98-54-4,MoNA-export-HMDB
2-Bromophenol,Benzenoids,Phenols,Halophenols,C6H5BrO,171.952377,VADKRMSMGWJZCF-UHFFFAOYSA-N,c1ccc(c(c1)Br)O,7244,RefMet_1675,HMDB0032059_c_ms_101028,95-56-7,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101024,119-61-9,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101023,119-61-9,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101022,119-61-9,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101021,119-61-9,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101020,119-61-9,MoNA-export-HMDB
Benzophenone,Benzenoids,Benzenes,Benzophenones,C13H10O,182.073165,RWCCWEUUXYIKHB-UHFFFAOYSA-N,c1ccc(cc1)C(=O)c1ccccc1,3102,RefMet_987,HMDB0032049_c_ms_101019,119-61-9,MoNA-export-HMDB
Propyl 3-methylbutanoate,Fatty Acyls,Fatty esters,Short fatty esters,C8H16O2,144.11503,LSJMDWFAADPNAX-UHFFFAOYSA-N,CCCOC(=O)CC(C)C,11176,RefMet_21123,HMDB0032047_c_ms_101017,557-00-6,MoNA-export-HMDB
Pentyl 3-methylbutanoate,Fatty Acyls,Fatty esters,Short fatty esters,C10H20O2,172.14633,QURFFFCYNQXLCU-UHFFFAOYSA-N,CCCCCOC(=O)CC(C)C,95978,RefMet_21121,HMDB0032045_c_ms_101015,25415-62-7,MoNA-export-HMDB
Butyl 3-methylbutanoate,Fatty Acyls,Fatty esters,Short fatty esters,C9H18O2,158.13068,AYWJSCLAAPJZEF-UHFFFAOYSA-N,CCCCOC(=O)CC(C)C,7981,RefMet_21083,HMDB0032042_c_ms_101012,109-19-3,MoNA-export-HMDB
Benzoin,Benzenoids,Phenylacetic acids,Phenylacetic acids,C14H12O2,212.08373,ISAOCJYIOMOJEB-ZDUSSCGKSA-N,c1ccc(cc1)[C@@H](C(=O)c1ccccc1)O,667422,RefMet_1775,HMDB0032039_c_ms_101010,119-53-9,MoNA-export-HMDB
Benzoin,Benzenoids,Phenylacetic acids,Phenylacetic acids,C14H12O2,212.08373,ISAOCJYIOMOJEB-ZDUSSCGKSA-N,c1ccc(cc1)[C@@H](C(=O)c1ccccc1)O,667422,RefMet_1775,HMDB0032039_c_ms_101009,119-53-9,MoNA-export-HMDB
Benzoin,Benzenoids,Phenylacetic acids,Phenylacetic acids,C14H12O2,212.08373,ISAOCJYIOMOJEB-ZDUSSCGKSA-N,c1ccc(cc1)[C@@H](C(=O)c1ccccc1)O,667422,RefMet_1775,HMDB0032039_c_ms_101008,119-53-9,MoNA-export-HMDB
Benzoin,Benzenoids,Phenylacetic acids,Phenylacetic acids,C14H12O2,212.08373,ISAOCJYIOMOJEB-ZDUSSCGKSA-N,c1ccc(cc1)[C@@H](C(=O)c1ccccc1)O,667422,RefMet_1775,HMDB0032039_c_ms_101007,119-53-9,MoNA-export-HMDB
4-Hydroxy-3-methoxybenzenemethanol,Polyketides,Phenolic acids,Phenolic acids,C8H10O3,154.062995,ZENOXNGFMSCLLL-UHFFFAOYSA-N,COc1cc(ccc1O)CO,62348,RefMet_132969,HMDB0032012_c_ms_100984,498-00-0,MoNA-export-HMDB
Methyleugenol,Organic acids,Phenylpropanoids,Cinnamic acids,C11H14O2,178.09938,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OC,7127,RefMet_130695,HMDB0031864_c_ms_100979,93-15-2,MoNA-export-HMDB
Methyleugenol,Organic acids,Phenylpropanoids,Cinnamic acids,C11H14O2,178.09938,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OC,7127,RefMet_130695,HMDB0031864_c_ms_100978,93-15-2,MoNA-export-HMDB
Methyleugenol,Organic acids,Phenylpropanoids,Cinnamic acids,C11H14O2,178.09938,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OC,7127,RefMet_130695,HMDB0031864_c_ms_100977,93-15-2,MoNA-export-HMDB
Methyleugenol,Organic acids,Phenylpropanoids,Cinnamic acids,C11H14O2,178.09938,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OC,7127,RefMet_130695,HMDB0031864_c_ms_100976,93-15-2,MoNA-export-HMDB
Methyleugenol,Organic acids,Phenylpropanoids,Cinnamic acids,C11H14O2,178.09938,ZYEMGPIYFIJGTP-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OC,7127,RefMet_130695,HMDB0031864_c_ms_100975,93-15-2,MoNA-export-HMDB
Cuminyl alcohol,Prenol Lipids,Isoprenoids,C10 isoprenoids,C10H14O,150.104465,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)CO,325,RefMet_133134,HMDB0031817_c_ms_100966,536-60-7,MoNA-export-HMDB
Cuminyl alcohol,Prenol Lipids,Isoprenoids,C10 isoprenoids,C10H14O,150.104465,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)CO,325,RefMet_133134,HMDB0031817_c_ms_100965,536-60-7,MoNA-export-HMDB
Cuminyl alcohol,Prenol Lipids,Isoprenoids,C10 isoprenoids,C10H14O,150.104465,OIGWAXDAPKFNCQ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)CO,325,RefMet_133134,HMDB0031817_c_ms_100964,536-60-7,MoNA-export-HMDB
Isofenphos,Benzenoids,Benzenes,Benzoic acid esters,C15H24NO4PS,345.116369,HOQADATXFBOEGG-UHFFFAOYSA-N,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,32872,RefMet_925,HMDB0031796_c_ms_100961,25311-71-1,MoNA-export-HMDB
Iprodione,Organoheterocyclic compounds,Azoles,Imidazolidines,C13H13Cl2N3O3,329.033397,ONUFESLQCSAYKA-UHFFFAOYSA-N,CC(C)NC(=O)N1CC(=O)N(c2cc(cc(c2)Cl)Cl)C1=O,37517,RefMet_131460,HMDB0031795_c_ms_100960,36734-19-7,MoNA-export-HMDB
Iprodione,Organoheterocyclic compounds,Azoles,Imidazolidines,C13H13Cl2N3O3,329.033397,ONUFESLQCSAYKA-UHFFFAOYSA-N,CC(C)NC(=O)N1CC(=O)N(c2cc(cc(c2)Cl)Cl)C1=O,37517,RefMet_131460,HMDB0031795_c_ms_100959,36734-19-7,MoNA-export-HMDB
Iprodione,Organoheterocyclic compounds,Azoles,Imidazolidines,C13H13Cl2N3O3,329.033397,ONUFESLQCSAYKA-UHFFFAOYSA-N,CC(C)NC(=O)N1CC(=O)N(c2cc(cc(c2)Cl)Cl)C1=O,37517,RefMet_131460,HMDB0031795_c_ms_100958,36734-19-7,MoNA-export-HMDB
Iprodione,Organoheterocyclic compounds,Azoles,Imidazolidines,C13H13Cl2N3O3,329.033397,ONUFESLQCSAYKA-UHFFFAOYSA-N,CC(C)NC(=O)N1CC(=O)N(c2cc(cc(c2)Cl)Cl)C1=O,37517,RefMet_131460,HMDB0031795_c_ms_100957,36734-19-7,MoNA-export-HMDB
Enilconazole,Benzenoids,Benzenes,Benzylethers,C14H14Cl2N2O,296.048319,PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(cc1Cl)Cl,37175,RefMet_1031,HMDB0031794_c_ms_100956,35554-44-0,MoNA-export-HMDB
Isoprothiolane,Fatty Acyls,Fatty acids,Dicarboxylic acids,C12H18O4S2,290.064654,UFHLMYOGRXOCSL-UHFFFAOYSA-N,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,39681,RefMet_2880,HMDB0031779_c_ms_100954,50512-35-1,MoNA-export-HMDB
Isoprothiolane,Fatty Acyls,Fatty acids,Dicarboxylic acids,C12H18O4S2,290.064654,UFHLMYOGRXOCSL-UHFFFAOYSA-N,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,39681,RefMet_2880,HMDB0031779_c_ms_100953,50512-35-1,MoNA-export-HMDB
Isoprothiolane,Fatty Acyls,Fatty acids,Dicarboxylic acids,C12H18O4S2,290.064654,UFHLMYOGRXOCSL-UHFFFAOYSA-N,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,39681,RefMet_2880,HMDB0031779_c_ms_100952,50512-35-1,MoNA-export-HMDB
3-Nonanol,Fatty Acyls,Fatty alcohols,Fatty alcohols,C9H20O,144.151415,GYSCXPVAKHVAAY-UHFFFAOYSA-N,CCCCCCC(CC)O,12216,RefMet_3813,HMDB0031732_c_ms_100940,624-51-1,MoNA-export-HMDB
3-(Methylthio)-1-propanol,Organosulfur compounds,Dialkylthioethers,Dialkylthioethers,C4H10OS,106.045236,CZUGFKJYCPYHHV-UHFFFAOYSA-N,CSCCCO,10448,RefMet_132280,HMDB0031716_c_ms_100937,505-10-2,MoNA-export-HMDB
Nor-psi-tropine,Alkaloids,Ornithine alkaloids,Tropane alkaloids,C7H13NO,127.099714,YYMCYJLIYNNOMK-UHFFFAOYSA-N,C1CC2CC(CC1N2)O,68147,RefMet_275,HMDB0031667_c_ms_1039,501-33-7,MoNA-export-HMDB
3-Methyl-1-butylamine,Fatty Acyls,Fatty amines,Monoalkylamines,C5H13N,87.104799,BMFVGAAISNGQNM-UHFFFAOYSA-N,CC(C)CCN,7894,RefMet_5768,HMDB0031659_c_ms_100928,107-85-7,MoNA-export-HMDB
3-(Methylthio)-1-propene,Organosulfur compounds,Allyl sulfur compounds,Aliphatic acyclic compounds,C4H8S,88.034671,NVLPQIPTCCLBEU-UHFFFAOYSA-N,C=CCSC,66282,RefMet_132274,HMDB0031653_c_ms_100927,10152-76-8,MoNA-export-HMDB
N-(3-Methylbutyl)acetamide,Organic acids,Carboxylic acids,Other carboxylic acids,C7H15NO,129.115364,XWDCLPNMPBQWCW-UHFFFAOYSA-N,CC(C)CCNC(=O)C,98643,RefMet_130379,HMDB0031651_c_ms_100922,13434-12-3,MoNA-export-HMDB
N-(3-Methylbutyl)acetamide,Organic acids,Carboxylic acids,Other carboxylic acids,C7H15NO,129.115364,XWDCLPNMPBQWCW-UHFFFAOYSA-N,CC(C)CCNC(=O)C,98643,RefMet_130379,HMDB0031651_c_ms_100921,13434-12-3,MoNA-export-HMDB
Acrylic acid,Fatty Acyls,Fatty acids,Unsaturated FA,C3H4O2,72.02113,NIXOWILDQLNWCW-UHFFFAOYSA-N,C=CC(=O)O,6581,RefMet_3532,HMDB0031647_c_ms_100914,79-10-7,MoNA-export-HMDB
Acetamide,Organic acids,Carboximidic acids,Carboximidic acids,C2H5NO,59.037114,DLFVBJFMPXGRIB-UHFFFAOYSA-N,CC(=O)N,178,RefMet_130337,HMDB0031645_c_ms_100913,60-35-5,MoNA-export-HMDB
Benzylideneacetone,Organic acids,Phenylpropanoids,Cinnamic acids,C10H10O,146.073165,BWHOZHOGCMHOBV-BQYQJAHWSA-N,CC(=O)/C=C/c1ccccc1,637759,RefMet_130618,HMDB0031617_c_ms_100895,122-57-6,MoNA-export-HMDB
Benzylideneacetone,Organic acids,Phenylpropanoids,Cinnamic acids,C10H10O,146.073165,BWHOZHOGCMHOBV-BQYQJAHWSA-N,CC(=O)/C=C/c1ccccc1,637759,RefMet_130618,HMDB0031617_c_ms_100894,122-57-6,MoNA-export-HMDB
Benzylideneacetone,Organic acids,Phenylpropanoids,Cinnamic acids,C10H10O,146.073165,BWHOZHOGCMHOBV-BQYQJAHWSA-N,CC(=O)/C=C/c1ccccc1,637759,RefMet_130618,HMDB0031617_c_ms_100893,122-57-6,MoNA-export-HMDB
Benzylideneacetone,Organic acids,Phenylpropanoids,Cinnamic acids,C10H10O,146.073165,BWHOZHOGCMHOBV-BQYQJAHWSA-N,CC(=O)/C=C/c1ccccc1,637759,RefMet_130618,HMDB0031617_c_ms_100892,122-57-6,MoNA-export-HMDB
"2,3-Pentanedione",Organic oxygen compounds,Carbonyl compounds,Other carbonyl compounds,C5H8O2,100.05243,TZMFJUDUGYTVRY-UHFFFAOYSA-N,CCC(=O)C(=O)C,11747,RefMet_131170,HMDB0031598_c_ms_100878,600-14-6,MoNA-export-HMDB
Dihydrojasmone,Organic oxygen compounds,Carbonyl compounds,Cyclic ketones,C11H18O,166.135765,YCIXWYOBMVNGTB-UHFFFAOYSA-N,CCCCCC1=C(C)CCC1=O,62378,RefMet_131146,HMDB0031565_c_ms_100869,1128-08-1,MoNA-export-HMDB
Dihydrojasmone,Organic oxygen compounds,Carbonyl compounds,Cyclic ketones,C11H18O,166.135765,YCIXWYOBMVNGTB-UHFFFAOYSA-N,CCCCCC1=C(C)CCC1=O,62378,RefMet_131146,HMDB0031565_c_ms_100868,1128-08-1,MoNA-export-HMDB
Dihydrojasmone,Organic oxygen compounds,Carbonyl compounds,Cyclic ketones,C11H18O,166.135765,YCIXWYOBMVNGTB-UHFFFAOYSA-N,CCCCCC1=C(C)CCC1=O,62378,RefMet_131146,HMDB0031565_c_ms_100867,1128-08-1,MoNA-export-HMDB
Dihydrojasmone,Organic oxygen compounds,Carbonyl compounds,Cyclic ketones,C11H18O,166.135765,YCIXWYOBMVNGTB-UHFFFAOYSA-N,CCCCCC1=C(C)CCC1=O,62378,RefMet_131146,HMDB0031565_c_ms_100866,1128-08-1,MoNA-export-HMDB
"4-Methyl-3-penten-2-one, 9CI",Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H10O,98.073165,SHOJXDKTYKFBRD-UHFFFAOYSA-N,CC(=CC(=O)C)C,8858,RefMet_21362,HMDB0031563_c_ms_100865,141-79-7,MoNA-export-HMDB
"4-Methyl-3-penten-2-one, 9CI",Fatty Acyls,Hydrocarbons,Oxygenated hydrocarbons,C6H10O,98.073165,SHOJXDKTYKFBRD-UHFFFAOYSA-N,CC(=CC(=O)C)C,8858,RefMet_21362,HMDB0031563_c_ms_100864,141-79-7,MoNA-export-HMDB
